label,session_id,capture_mode,timestamp_utc,timestamp_ms,camera_id,bbox_area,sharpness,bright_ratio,distance_bucket,mirror,frame_delta,bbox_delta,dedup_strategy,path
М,M_manual_single,auto,2026-02-15T15:41:27.861257+00:00,1771170087861,0,0.319027,5.1086,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_manual_single/1771170087861_001.jpg
М,M_manual_single,auto,2026-02-15T15:41:37.828369+00:00,1771170097828,0,0.300117,5.1433,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_manual_single/1771170097828_001.jpg
М,M_manual_single,auto,2026-02-15T15:41:45.927556+00:00,1771170105927,0,0.299796,5.7164,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_manual_single/1771170105927_001.jpg
М,M_manual_single,auto,2026-02-15T15:41:55.266244+00:00,1771170115266,0,0.339666,5.8482,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_manual_single/1771170115266_001.jpg
М,M_manual_single,auto,2026-02-15T15:42:03.830039+00:00,1771170123830,0,0.292793,5.166,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_manual_single/1771170123830_001.jpg
М,M_manual_single,auto,2026-02-15T15:43:17.314844+00:00,1771170197314,0,0.298953,4.5659,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_manual_single/1771170197314_001.jpg
М,M_manual_single,auto,2026-02-15T15:43:25.770462+00:00,1771170205770,0,0.295886,5.0483,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_manual_single/1771170205770_001.jpg
М,M_manual_single,auto,2026-02-15T15:43:33.902122+00:00,1771170213902,0,0.312755,4.6634,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_manual_single/1771170213902_001.jpg
М,M_manual_single,auto,2026-02-15T15:43:42.477993+00:00,1771170222477,0,0.311772,5.2251,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_manual_single/1771170222477_001.jpg
М,M_manual_single,auto,2026-02-15T15:43:52.037426+00:00,1771170232037,0,0.302281,4.8406,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_manual_single/1771170232037_001.jpg
М,M_manual_single,auto,2026-02-15T15:55:10.140553+00:00,1771170910140,0,0.30696,3.1313,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_manual_single/1771170910140_001.jpg
М,M_manual_single,auto,2026-02-15T15:55:57.543292+00:00,1771170957543,0,0.305978,5.0276,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_manual_single/1771170957543_001.jpg
