label,session_id,capture_mode,timestamp_utc,timestamp_ms,camera_id,bbox_area,sharpness,bright_ratio,distance_bucket,mirror,frame_delta,bbox_delta,dedup_strategy,path
М,M_from_B_manual_single,auto,2026-02-13T17:51:11.771443+00:00,1771005071771,0,0.301716,17.7963,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_from_B_manual_single/1771005071771_001.jpg
М,M_from_B_manual_single,auto,2026-02-13T17:51:42.352521+00:00,1771005102352,0,0.301165,18.5909,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_from_B_manual_single/1771005102352_001.jpg
М,M_from_B_manual_single,auto,2026-02-13T17:52:01.826371+00:00,1771005121826,0,0.294552,27.442,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_from_B_manual_single/1771005121826_001.jpg
М,M_from_B_manual_single,auto,2026-02-13T17:52:22.177995+00:00,1771005142177,0,0.300692,23.6861,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_from_B_manual_single/1771005142177_001.jpg
М,M_from_B_manual_single,auto,2026-02-13T17:52:37.067295+00:00,1771005157067,0,0.29299,32.3372,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_from_B_manual_single/1771005157067_001.jpg
М,M_from_B_manual_single,auto,2026-02-13T17:52:52.685188+00:00,1771005172685,0,0.276781,33.538,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_from_B_manual_single/1771005172685_001.jpg
М,M_from_B_manual_single,auto,2026-02-13T17:53:13.938337+00:00,1771005193938,0,0.283478,31.1923,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_from_B_manual_single/1771005193938_001.jpg
М,M_from_B_manual_single,auto,2026-02-13T17:53:27.999416+00:00,1771005207999,0,0.287272,23.66,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_from_B_manual_single/1771005207999_001.jpg
М,M_from_B_manual_single,auto,2026-02-13T17:53:41.822185+00:00,1771005221822,0,0.268215,23.2805,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_from_B_manual_single/1771005221822_001.jpg
М,M_from_B_manual_single,auto,2026-02-13T17:54:04.302324+00:00,1771005244302,0,0.37321,19.8316,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_from_B_manual_single/1771005244302_001.jpg
М,M_from_B_manual_single,auto,2026-02-13T17:54:17.816713+00:00,1771005257816,0,0.335289,16.5041,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_from_B_manual_single/1771005257816_001.jpg
М,M_from_B_manual_single,auto,2026-02-13T17:55:05.407372+00:00,1771005305407,0,0.374628,20.4274,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_from_B_manual_single/1771005305407_001.jpg
М,M_from_B_manual_single,auto,2026-02-13T17:55:25.972956+00:00,1771005325972,0,0.299828,16.6981,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_from_B_manual_single/1771005325972_001.jpg
