label,session_id,capture_mode,timestamp_utc,timestamp_ms,camera_id,bbox_area,sharpness,bright_ratio,distance_bucket,mirror,frame_delta,bbox_delta,dedup_strategy,path
Г,G_protocol_v1,auto,2026-02-11T17:07:46.449850+00:00,1770829666449,0,0.427515,5.2842,0.0,near,True,,,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/Г/G_protocol_v1/1770829666449_001.jpg
Г,G_protocol_v1,auto,2026-02-11T17:07:47.432338+00:00,1770829667432,0,0.470267,6.2628,0.0,near,True,31.689259,0.042752,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/Г/G_protocol_v1/1770829667432_002.jpg
Г,G_protocol_v1,auto,2026-02-11T17:07:48.483100+00:00,1770829668483,0,0.48549,7.87,0.0,near,True,22.809921,0.015223,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/Г/G_protocol_v1/1770829668483_003.jpg
Г,G_protocol_v1,auto,2026-02-11T17:07:49.534552+00:00,1770829669534,0,0.501624,6.2045,0.0,near,True,24.511171,0.016134,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/Г/G_protocol_v1/1770829669534_004.jpg
Г,G_protocol_v1,auto,2026-02-11T17:07:50.547998+00:00,1770829670547,0,0.494209,4.456,0.0,near,True,15.72875,0.007415,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/Г/G_protocol_v1/1770829670547_005.jpg
Г,G_protocol_v1,auto,2026-02-11T17:07:51.795889+00:00,1770829671795,0,0.569025,5.2381,0.0,near,True,33.29668,0.074816,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/Г/G_protocol_v1/1770829671795_006.jpg
Г,G_protocol_v1,auto,2026-02-11T17:07:52.816549+00:00,1770829672816,0,0.506202,7.7527,0.0,near,True,27.554258,0.062824,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/Г/G_protocol_v1/1770829672816_007.jpg
Г,G_protocol_v1,auto,2026-02-11T17:07:53.837518+00:00,1770829673837,0,0.395785,9.7002,0.001478,near,True,20.66621,0.110416,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/Г/G_protocol_v1/1770829673837_008.jpg
Г,G_protocol_v1,auto,2026-02-11T17:07:54.840768+00:00,1770829674840,0,0.37809,9.5219,0.000174,near,True,15.823125,0.017695,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/Г/G_protocol_v1/1770829674840_009.jpg
Г,G_protocol_v1,auto,2026-02-11T17:07:55.916884+00:00,1770829675916,0,0.473311,8.0388,0.000134,near,True,20.07379,0.095221,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/Г/G_protocol_v1/1770829675916_010.jpg
